"order_id","freight_value","price","fecha_compra","seller_lat","seller_lng","cust_lat","cust_lng"
"7f39ba4c9052be115350065d07583cac",21.02,895.0,"2017-10-18 08:16:34",-23.640443596560726,-46.541742273007685,-20.671104810675356,-44.06587180143237
"9dc8d1a6f16f1b89874c29c9d8d30447",21.02,895.0,"2017-10-12 13:33:22",-23.640443596560726,-46.541742273007685,-17.224179023999792,-46.874264632410146
"d455a8cb295653b55abda06d434ab492",21.02,895.0,"2017-09-26 22:17:05",-23.640443596560726,-46.541742273007685,-23.759415570984828,-53.29278370090017
"006e43460a55bc60c0a437521e426529",43.06,99.0,"2017-05-11 00:24:35",-20.27851289140612,-40.411675223412075,-23.9958261994328,-46.27873912129404
"00dfb074b5c910fbd08e04691c4b712f",35.07,99.5,"2017-06-08 19:43:35",-20.27851289140612,-40.411675223412075,-23.544639792044695,-46.32694579681152
"0240c9d87266e4cabc3bacdcdc6e77e4",34.98,129.0,"2018-06-12 08:40:31",-20.27851289140612,-40.411675223412075,-23.645944113812103,-46.742842329041075
"038345c4a9d21c17180f2f77e1701c69",33.08,99.0,"2017-11-13 19:55:04",-20.27851289140612,-40.411675223412075,-23.45203458939662,-46.68707135277251
"03c765107c8fc34c68a82bbd6c686856",14.95,112.0,"2017-04-09 20:15:45",-20.27851289140612,-40.411675223412075,-22.164289874346352,-43.29222008230455
"06c07d5b2696b9631375e2877c955b3b",33.08,99.0,"2017-11-06 18:08:17",-20.27851289140612,-40.411675223412075,-23.581605441552544,-46.929404237340705
"072d46cbc49c2ee26ddde8f25d22f617",36.98,129.0,"2017-09-12 21:58:21",-20.27851289140612,-40.411675223412075,-22.85503249705697,-47.21303001959211
"077934ed5527f66c12ae98ad498190e1",34.99,89.0,"2017-05-23 23:52:30",-20.27851289140612,-40.411675223412075,-23.564254398809837,-46.678684296960284
"07dba073c2b18c2c748f28ed51c87ee8",46.01,101.0,"2018-02-08 21:14:22",-20.27851289140612,-40.411675223412075,-28.443636588435925,-48.95654041508624
"08935d5052c6414b1960eb67796d01f5",38.39,79.0,"2017-08-25 23:51:38",-20.27851289140612,-40.411675223412075,-22.463997775061394,-44.448931343839035
"08d55c0e173bdfa5770a50a253b1810f",32.02,99.0,"2017-06-27 10:44:47",-20.27851289140612,-40.411675223412075,-22.79976013043715,-43.41047447797409
"0aed18a03ea2ccdb5981aea3524b304d",52.72,109.0,"2017-09-08 12:16:48",-20.27851289140612,-40.411675223412075,-3.8384024138553956,-38.51612072434251
"0aed18a03ea2ccdb5981aea3524b304d",52.71,99.0,"2017-09-08 12:16:48",-20.27851289140612,-40.411675223412075,-3.8384024138553956,-38.51612072434251
"0bea543455029a72056bd0e781a8dca7",40.03,99.99,"2017-07-23 11:22:00",-20.27851289140612,-40.411675223412075,-16.74032365920853,-43.84816627484434
"0d3346ede30fffc33c30740f06709025",16.48,112.0,"2017-04-11 22:01:40",-20.27851289140612,-40.411675223412075,-23.46300549914993,-47.50261674690875
"0d6fbe13e1bee14aa67cfcda25ee1781",32.02,99.0,"2017-07-04 22:57:31",-20.27851289140612,-40.411675223412075,-22.86207117720982,-43.35623041492664
"0f0da37d4b99bfd602829ae5992b2d57",30.46,89.0,"2017-05-26 10:43:29",-20.27851289140612,-40.411675223412075,-19.944897882133596,-43.93958522933523
"0f548bd29148ebc519d6495e37a284e1",33.08,99.0,"2017-09-03 08:06:30",-20.27851289140612,-40.411675223412075,-22.822624306841355,-43.00309374212152
"0f548bd29148ebc519d6495e37a284e1",33.08,99.0,"2017-09-03 08:06:30",-20.27851289140612,-40.411675223412075,-22.822624306841355,-43.00309374212152
"128db96d96f727da26afde4579e68d48",41.01,89.0,"2017-07-10 16:42:01",-20.27851289140612,-40.411675223412075,-20.162109146386353,-44.90191602362892
"14bba6d3df6ead296d2626315da5e5d0",17.09,199.0,"2017-04-30 15:00:56",-20.27851289140612,-40.411675223412075,-23.116399349149894,-47.2378265415626
"15246ee2b24de92c7666519d10d4332f",36.86,112.0,"2017-06-08 13:18:44",-20.27851289140612,-40.411675223412075,-23.539762644573955,-46.53152854513409
"15816297ce3f82c12bdfacebb7f445b5",37.92,89.0,"2017-07-28 21:51:44",-20.27851289140612,-40.411675223412075,-23.6829412447182,-46.53548743908488
"15816297ce3f82c12bdfacebb7f445b5",37.92,89.0,"2017-07-28 21:51:44",-20.27851289140612,-40.411675223412075,-23.6829412447182,-46.53548743908488
"15d972c5dd4501e8d219acbe1bea1519",51.83,99.99,"2017-07-16 20:59:06",-20.27851289140612,-40.411675223412075,-30.000128583308786,-51.13647315449666
"15d972c5dd4501e8d219acbe1bea1519",51.83,99.99,"2017-07-16 20:59:06",-20.27851289140612,-40.411675223412075,-30.000128583308786,-51.13647315449666
"1758ad531fb74f63e2ce97f1791a1325",54.89,89.0,"2017-05-24 08:57:47",-20.27851289140612,-40.411675223412075,-23.393188641236925,-51.41988497593058
"17d3fed0f8f1fadf86cee573104d590a",35.06,99.0,"2017-05-13 22:13:35",-20.27851289140612,-40.411675223412075,-23.50335558030623,-46.41384655153017
"199bd4c4070dcd4d99f63896213e032f",32.11,112.0,"2017-07-25 17:25:58",-20.27851289140612,-40.411675223412075,-22.71769036507631,-43.564065900112745
"1d03e29afa208b835f77145e0348170e",41.01,89.0,"2017-07-15 14:22:57",-20.27851289140612,-40.411675223412075,-19.306826568443388,-48.92280096120127
"1ec0f6dd4813ff79c33a11b6c372cfb8",40.28,135.0,"2017-05-14 10:15:33",-20.27851289140612,-40.411675223412075,-21.775367994979863,-43.35396470677335
"213ede0c70c581ede2b365194da6d2fe",41.08,99.0,"2017-10-03 12:44:33",-20.27851289140612,-40.411675223412075,-23.629055643177534,-45.43371185336911
"225d6c38f3b55e64713038cbb2a7d357",67.02,101.0,"2018-03-13 10:27:41",-20.27851289140612,-40.411675223412075,-13.266837263119376,-39.667643041727764
"226e16e7eb6dcefe180d80127468de8b",45.99,99.0,"2017-12-06 16:52:25",-20.27851289140612,-40.411675223412075,-27.2307414273828,-52.02442356124779
"226e16e7eb6dcefe180d80127468de8b",45.99,99.0,"2017-12-06 16:52:25",-20.27851289140612,-40.411675223412075,-27.2307414273828,-52.02442356124779
"247775a3bf20c748cd22b1521899ffa7",15.15,139.9,"2017-03-23 11:38:44",-20.27851289140612,-40.411675223412075,-22.852801036751845,-43.00454397099251
"2588c3896757567ab46a721e4b36c8c8",41.01,89.0,"2017-07-10 18:05:29",-20.27851289140612,-40.411675223412075,-22.809810356113022,-42.16440529771769
"261f725152296e3e8d5041687181d836",63.99,120.0,"2018-03-30 09:04:52",-20.27851289140612,-40.411675223412075,-12.144745694647177,-44.991236805863174
"261f725152296e3e8d5041687181d836",63.99,120.0,"2018-03-30 09:04:52",-20.27851289140612,-40.411675223412075,-12.144745694647177,-44.991236805863174
"261f725152296e3e8d5041687181d836",63.99,120.0,"2018-03-30 09:04:52",-20.27851289140612,-40.411675223412075,-12.144745694647177,-44.991236805863174
"261f725152296e3e8d5041687181d836",63.99,120.0,"2018-03-30 09:04:52",-20.27851289140612,-40.411675223412075,-12.144745694647177,-44.991236805863174
"27932651c2f4be4f8c84d53c8f27ee8c",21.58,112.0,"2017-06-05 10:05:05",-20.27851289140612,-40.411675223412075,-16.698891264432238,-49.29457247836524
"27996b768ff5774e22bb47c13cb1c55b",49.4,99.0,"2017-06-08 06:46:08",-20.27851289140612,-40.411675223412075,-29.828980460113236,-51.15068614721685
"28d030cdc8a0c663dc60bbe5a730971f",32.23,129.0,"2018-02-04 22:50:32",-20.27851289140612,-40.411675223412075,-22.981944699776783,-43.20241313570823
"2aef043f46add78feb545aa658c06d3d",34.99,89.0,"2017-05-25 09:00:16",-20.27851289140612,-40.411675223412075,-23.495854832279324,-46.71685166381974
"2b877f0d1e2a876f0e5cb30125336a8a",41.01,89.0,"2017-06-30 13:36:08",-20.27851289140612,-40.411675223412075,-16.74032365920853,-43.84816627484434
"2c32c27817772197b08f759c6802a9b7",16.22,112.0,"2017-06-05 00:19:25",-20.27851289140612,-40.411675223412075,-22.944389409694335,-47.29535122151839
"2d656749f55e9781665b9c467e55764a",33.08,99.0,"2017-11-15 09:18:31",-20.27851289140612,-40.411675223412075,-22.90265768897671,-43.59917193270753
"2da52e987f62fa65e50c6fd5dd8994d1",33.08,99.0,"2018-01-15 13:38:02",-20.27851289140612,-40.411675223412075,-23.622578843657756,-47.01272716168212
"2f000c3fe98bfb40a47105b66f081368",40.23,129.0,"2017-12-14 12:55:12",-20.27851289140612,-40.411675223412075,-24.121789977420086,-48.904884830443
"2f382dc90733d9d7e7db788f9a954fbe",45.99,99.0,"2018-01-12 13:50:31",-20.27851289140612,-40.411675223412075,-17.533460717655785,-39.75902944599719
"30290113513bda95268bb542dfa87acb",89.82,99.0,"2017-10-21 22:17:06",-20.27851289140612,-40.411675223412075,-10.870966229947953,-61.97575155562519
"31570df15e703d337b7b8a1d1ddcab6b",36.85,110.0,"2017-10-20 14:00:10",-20.27851289140612,-40.411675223412075,-29.4839654518674,-50.802359212051314
"31854ea0f6e411311f9d52ad9f6b779a",33.08,99.0,"2017-08-28 20:11:49",-20.27851289140612,-40.411675223412075,-19.613117562252103,-44.039892263544594
"3317db84e285d6115f358daa9351a4ba",31.23,69.9,"2017-04-02 18:52:07",-20.27851289140612,-40.411675223412075,-19.750886719929394,-47.9684945728066
"3363e330c754a732795f39079bb76d55",45.99,99.0,"2018-01-10 12:06:09",-20.27851289140612,-40.411675223412075,-28.183372036296035,-52.03985047911124
"36c837ea192cfeb737b78024800b3cb3",33.08,99.0,"2017-12-04 18:24:26",-20.27851289140612,-40.411675223412075,-22.92000252235775,-43.36957540735059
"39ce67c7db740ee02e0c17fc02b0292d",43.24,89.0,"2017-06-29 19:21:05",-20.27851289140612,-40.411675223412075,-25.54084533841596,-49.255337769531344
"3a65edca4808817234bc2f2d84576af3",34.99,89.0,"2017-05-23 11:58:50",-20.27851289140612,-40.411675223412075,-22.85503249705697,-47.21303001959211
"3b2a2bbfd008c0c053c78914e69e0f79",32.11,112.0,"2017-06-13 20:47:56",-20.27851289140612,-40.411675223412075,-22.84599841759641,-42.997067589219284
"3bdebe4ea3f450a5d8f6c50f1771c9ef",41.08,99.0,"2017-12-12 21:48:33",-20.27851289140612,-40.411675223412075,-21.13029587598765,-42.38113221726527
"3c655487f0c8e34cde2c7b67de8f08cc",21.15,99.9,"2017-02-04 19:06:04",-20.27851289140612,-40.411675223412075,-15.617234435832989,-56.07769308038795
"3e4c2286500a9d3194bd7d92434c8233",40.1,110.0,"2017-10-04 02:29:52",-20.27851289140612,-40.411675223412075,-21.77850220955143,-45.8428254252045
